R_X/Ω,1/5 R_中,1/4 R_中,1/3 R_中,1/2 R_中,R_中,2R_中,3R_中,4R_中,5R_中
偏转格数,82.9,79.8,74.1,66.2,50.0,33.3,25.0,20.8,16.7
